[2025-03-12T22:13:11.164+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-03-12T22:13:11.195+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: data_lake_pipeline.transform_staging_to_curated manual__2025-03-12T22:06:55.248425+00:00 [queued]>
[2025-03-12T22:13:11.209+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: data_lake_pipeline.transform_staging_to_curated manual__2025-03-12T22:06:55.248425+00:00 [queued]>
[2025-03-12T22:13:11.209+0000] {taskinstance.py:2867} INFO - Starting attempt 2 of 2
[2025-03-12T22:13:15.417+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_24.txt...
[2025-03-12T22:13:15.699+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_25.txt from staging...
[2025-03-12T22:13:15.708+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_25.txt...
[2025-03-12T22:13:15.895+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_26.txt from staging...
[2025-03-12T22:13:15.903+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_26.txt...
[2025-03-12T22:13:16.101+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_27.txt from staging...
[2025-03-12T22:13:16.108+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_27.txt...
[2025-03-12T22:13:16.284+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_28.txt from staging...
[2025-03-12T22:13:16.293+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_28.txt...
[2025-03-12T22:13:16.498+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_29.txt from staging...
[2025-03-12T22:13:16.513+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_29.txt...
[2025-03-12T22:13:16.702+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_3.txt from staging...
[2025-03-12T22:13:16.711+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_3.txt...
[2025-03-12T22:13:16.891+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_30.txt from staging...
[2025-03-12T22:13:16.898+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_30.txt...
[2025-03-12T22:13:17.113+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_31.txt from staging...
[2025-03-12T22:13:17.128+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_31.txt...
[2025-03-12T22:13:17.309+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_32.txt from staging...
[2025-03-12T22:13:17.318+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_32.txt...
[2025-03-12T22:13:17.503+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_33.txt from staging...
[2025-03-12T22:13:17.513+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_33.txt...
[2025-03-12T22:13:17.691+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_34.txt from staging...
[2025-03-12T22:13:17.699+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_34.txt...
[2025-03-12T22:13:17.880+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_35.txt from staging...
[2025-03-12T22:13:17.891+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_35.txt...
[2025-03-12T22:13:18.055+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_36.txt from staging...
[2025-03-12T22:13:18.062+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_36.txt...
[2025-03-12T22:13:18.227+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_37.txt from staging...
[2025-03-12T22:13:18.235+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_37.txt...
[2025-03-12T22:13:18.423+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_38.txt from staging...
[2025-03-12T22:13:18.431+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_38.txt...
[2025-03-12T22:13:18.598+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_39.txt from staging...
[2025-03-12T22:13:18.606+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_39.txt...
[2025-03-12T22:13:18.805+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_4.txt from staging...
[2025-03-12T22:13:18.813+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_4.txt...
[2025-03-12T22:13:18.986+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_40.txt from staging...
[2025-03-12T22:13:18.995+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_40.txt...
[2025-03-12T22:13:19.179+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_41.txt from staging...
[2025-03-12T22:13:19.187+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_41.txt...
[2025-03-12T22:13:19.344+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_42.txt from staging...
[2025-03-12T22:13:19.351+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_42.txt...
[2025-03-12T22:13:19.519+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_43.txt from staging...
[2025-03-12T22:13:19.535+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_43.txt...
[2025-03-12T22:13:19.784+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_44.txt from staging...
[2025-03-12T22:13:19.792+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_44.txt...
[2025-03-12T22:13:19.967+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_45.txt from staging...
[2025-03-12T22:13:19.979+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_45.txt...
[2025-03-12T22:13:20.157+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_46.txt from staging...
[2025-03-12T22:13:20.164+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_46.txt...
[2025-03-12T22:13:20.365+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_47.txt from staging...
[2025-03-12T22:13:20.380+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_47.txt...
[2025-03-12T22:13:20.591+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_48.txt from staging...
[2025-03-12T22:13:20.600+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_48.txt...
[2025-03-12T22:13:20.777+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_49.txt from staging...
[2025-03-12T22:13:20.785+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_49.txt...
[2025-03-12T22:13:20.965+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_5.txt from staging...
[2025-03-12T22:13:20.976+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_5.txt...
[2025-03-12T22:13:21.152+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_50.txt from staging...
[2025-03-12T22:13:21.160+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_50.txt...
[2025-03-12T22:13:22.154+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_51.txt from staging...
[2025-03-12T22:13:22.164+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_51.txt...
[2025-03-12T22:13:22.375+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_52.txt from staging...
[2025-03-12T22:13:22.382+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_52.txt...
[2025-03-12T22:13:22.553+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_53.txt from staging...
[2025-03-12T22:13:22.574+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_53.txt...
[2025-03-12T22:13:22.736+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_54.txt from staging...
[2025-03-12T22:13:22.743+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_54.txt...
[2025-03-12T22:13:22.927+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_55.txt from staging...
[2025-03-12T22:13:22.936+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_55.txt...
[2025-03-12T22:13:23.125+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_56.txt from staging...
[2025-03-12T22:13:23.135+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_56.txt...
[2025-03-12T22:13:23.310+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_57.txt from staging...
[2025-03-12T22:13:23.322+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_57.txt...
[2025-03-12T22:13:23.767+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_58.txt from staging...
[2025-03-12T22:13:23.779+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_58.txt...
[2025-03-12T22:13:23.961+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_59.txt from staging...
[2025-03-12T22:13:23.970+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_59.txt...
[2025-03-12T22:13:24.906+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_6.txt from staging...
[2025-03-12T22:13:24.917+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_6.txt...
[2025-03-12T22:13:25.133+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_60.txt from staging...
[2025-03-12T22:13:25.143+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_60.txt...
[2025-03-12T22:13:25.325+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_61.txt from staging...
[2025-03-12T22:13:25.336+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_61.txt...
[2025-03-12T22:13:25.518+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_62.txt from staging...
[2025-03-12T22:13:25.531+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_62.txt...
[2025-03-12T22:13:25.705+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_63.txt from staging...
[2025-03-12T22:13:25.713+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_63.txt...
[2025-03-12T22:13:25.895+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_64.txt from staging...
[2025-03-12T22:13:25.904+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_64.txt...
[2025-03-12T22:13:26.079+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_65.txt from staging...
[2025-03-12T22:13:26.088+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_65.txt...
[2025-03-12T22:13:26.269+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_66.txt from staging...
[2025-03-12T22:13:26.277+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_66.txt...
[2025-03-12T22:13:26.454+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_67.txt from staging...
[2025-03-12T22:13:26.463+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_67.txt...
[2025-03-12T22:13:26.639+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_68.txt from staging...
[2025-03-12T22:13:26.648+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_68.txt...
[2025-03-12T22:13:26.823+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_69.txt from staging...
[2025-03-12T22:13:26.833+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_69.txt...
[2025-03-12T22:13:26.996+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_7.txt from staging...
[2025-03-12T22:13:27.004+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_7.txt...
[2025-03-12T22:13:27.169+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_70.txt from staging...
[2025-03-12T22:13:27.176+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_70.txt...
[2025-03-12T22:13:27.387+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_71.txt from staging...
[2025-03-12T22:13:27.397+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_71.txt...
[2025-03-12T22:13:27.566+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_72.txt from staging...
[2025-03-12T22:13:27.573+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_72.txt...
[2025-03-12T22:13:27.754+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_73.txt from staging...
[2025-03-12T22:13:27.761+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_73.txt...
[2025-03-12T22:13:27.965+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_74.txt from staging...
[2025-03-12T22:13:27.982+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_74.txt...
[2025-03-12T22:13:28.207+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_75.txt from staging...
[2025-03-12T22:13:28.214+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_75.txt...
[2025-03-12T22:13:28.390+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_76.txt from staging...
[2025-03-12T22:13:28.397+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_76.txt...
[2025-03-12T22:13:28.569+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_77.txt from staging...
[2025-03-12T22:13:28.577+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_77.txt...
[2025-03-12T22:13:28.752+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_78.txt from staging...
[2025-03-12T22:13:28.759+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_78.txt...
[2025-03-12T22:13:29.125+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_79.txt from staging...
[2025-03-12T22:13:29.135+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_79.txt...
[2025-03-12T22:13:29.436+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_8.txt from staging...
[2025-03-12T22:13:29.459+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_8.txt...
[2025-03-12T22:13:29.851+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_80.txt from staging...
[2025-03-12T22:13:29.859+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_80.txt...
[2025-03-12T22:13:30.037+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_81.txt from staging...
[2025-03-12T22:13:30.045+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_81.txt...
[2025-03-12T22:13:30.222+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_82.txt from staging...
[2025-03-12T22:13:30.229+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_82.txt...
[2025-03-12T22:13:30.400+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_83.txt from staging...
[2025-03-12T22:13:30.407+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_83.txt...
[2025-03-12T22:13:30.585+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_84.txt from staging...
[2025-03-12T22:13:30.595+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_84.txt...
[2025-03-12T22:13:30.778+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_85.txt from staging...
[2025-03-12T22:13:30.787+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_85.txt...
[2025-03-12T22:13:30.956+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_86.txt from staging...
[2025-03-12T22:13:30.964+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_86.txt...
[2025-03-12T22:13:31.280+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_87.txt from staging...
[2025-03-12T22:13:31.287+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_87.txt...
[2025-03-12T22:13:31.454+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_88.txt from staging...
[2025-03-12T22:13:31.464+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_88.txt...
[2025-03-12T22:13:31.647+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_89.txt from staging...
[2025-03-12T22:13:31.654+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_89.txt...
[2025-03-12T22:13:31.835+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_9.txt from staging...
[2025-03-12T22:13:31.842+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_9.txt...
[2025-03-12T22:13:32.020+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_90.txt from staging...
[2025-03-12T22:13:32.028+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_90.txt...
[2025-03-12T22:13:32.291+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_91.txt from staging...
[2025-03-12T22:13:32.298+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_91.txt...
[2025-03-12T22:13:32.488+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_92.txt from staging...
[2025-03-12T22:13:32.496+0000] {aws_s3_repository.py:46} INFO - [AWS S3]⚙️ Prétraitement du fichier test/test_92.txt...
[2025-03-12T22:13:32.669+0000] {aws_s3_repository.py:43} INFO - [AWS S3]📥 Download test/test_93.txt from staging...
